Id,Title,Location,Publisher,ISSN,Volume,Issue #,Publication date
nla.obj-1303463794,Industry Observer 1303463794,Main Library - Floor 1,Pinecrest Publishing,3022-6154,17,7,1957-12-01
nla.obj-1303760246,Literary Report 1303760246,Downtown Branch,Crown Publications,3023-6161,10,5239,1980-11-25
nla.obj-1303760866,Science Review 1303760866,Downtown Branch,Harbor Review,3024-6168,44,5243,1980-12-23
nla.obj-130406197,Science Quarterly 130406197,Main Library - Floor 1,Maple Review,3025-6175,7,1,1953-12-01
nla.obj-13042956,Research Quarterly 13042956,Main Library - Floor 1,Ironwood Media Group,3026-6182,4,2.,1917-01-16
nla.obj-1304653680,Policy Times 1304653680,Main Library - Floor 2,Crescent House,3027-6189,17,5270,1981-07-07
nla.obj-1304654267,Arts Bulletin 1304654267,Archives Room,Stonefield Review,3028-6196,28,5271,1981-07-14
nla.obj-1305051558,Health Times 1305051558,Riverside Branch,Ironwood Media Group,3029-6203,40,5272,1981-07-21
nla.obj-1305052533,Public Affairs Forum 1305052533,Main Library - Floor 2,Fairmont Press,3030-6210,25,5273,1981-07-28
nla.obj-13055291,Innovation Report 13055291,Main Library - Floor 1,Elmwood Publishing,3031-6217,2,7,1920-02-15
nla.obj-130650072,Business Chronicle 130650072,South Campus Library,Ironwood Media Group,3032-6224,25,1,1953-12-01
nla.obj-13066388,Health Digest 13066388,Periodicals Desk,Hillside Books,3033-6231,36,3.,1917-01-23
nla.obj-13075827,Health Observer 13075827,Stacks A,Summit Journals,3034-6238,48,8,1920-03-01
nla.obj-13085204,Arts Bulletin 13085204,Periodicals Desk,Broadview Books,3035-6245,5,4.,1917-01-30
nla.obj-13085236,Medical Times 13085236,Downtown Branch,Crown Books,3036-6252,21,9,1920-03-15
nla.obj-13085301,Civic Quarterly 13085301,Reference Wing,Riverside Works,3037-6259,30,10,1920-04-01
nla.obj-13087984,Education Bulletin 13087984,Main Library - Floor 1,Westgate Press,3038-6266,44,5.,1917-02-06
nla.obj-1310001358,Civic Bulletin 1310001358,Stacks A,Granite Works,3039-6273,33,5284,1981-10-13
nla.obj-1310001642,Business Times 1310001642,North Campus Library,Pinecrest Press,3040-6280,36,5293,1981-12-15
nla.obj-1310044549,Civic Review 1310044549,Riverside Branch,Stonefield Works,3041-6287,10,5295,1982-01-05
nla.obj-1310057723,Economic Chronicle 1310057723,Reference Wing,Crown Review,3042-6294,42,5296,1982-01-12
nla.obj-1310071885,Science Quarterly 1310071885,Riverside Branch,Ironwood Review,3043-6301,43,5297,1982-01-19
nla.obj-1310071947,Economic Times 1310071947,Media Center,Summit Publishing,3044-6308,36,1,1943-01-02
nla.obj-1310071960,Policy Chronicle 1310071960,Archives Room,Ironwood House,3045-6315,41,2,1943-01-09
nla.obj-1310071983,Industry Digest 1310071983,Reference Wing,Fairmont House,3046-6322,14,3,1943-01-16
nla.obj-1310072008,Policy Forum 1310072008,Archives Room,Redwood Works,3047-6329,6,4,1943-01-23
nla.obj-1310072024,Culture Quarterly 1310072024,Stacks B,Riverside House,3048-6336,3,5,1943-01-30
nla.obj-1310072043,Education Times 1310072043,Media Center,Riverside Journals,3049-6343,32,6,1943-02-06
nla.obj-1310072062,Innovation Digest 1310072062,Media Center,Elmwood Review,3050-6350,21,7,1943-02-13
nla.obj-1310072081,Research Review 1310072081,Stacks A,Riverside Media Group,3051-6357,36,8,1943-02-20
nla.obj-1310072100,Health Observer 1310072100,Main Library - Floor 1,Westgate Review,3052-6364,31,9,1943-02-27
nla.obj-1310072121,Global Chronicle 1310072121,Periodicals Desk,Pinecrest Press,3053-6371,45,10,1943-03-06
nla.obj-1310072145,Policy Observer 1310072145,Downtown Branch,Westgate Publishing,3054-6378,46,11,1943-03-13
nla.obj-1310086835,Innovation Chronicle 1310086835,South Campus Library,Lakeshore House,3055-6385,22,5298,1982-01-26
nla.obj-1310113442,Literary Review 1310113442,Downtown Branch,Elmwood House,3056-6392,13,5299,1982-02-02
nla.obj-1310202638,Technology Forum 1310202638,Stacks B,Granite Publishing,3057-6399,31,12,1943-03-20
nla.obj-1310202651,Environmental Digest 1310202651,South Campus Library,Northbridge Works,3058-6406,37,13,1943-03-27
nla.obj-1310202672,Medical Quarterly 1310202672,Downtown Branch,Brighton Press,3059-6413,35,14,1943-04-03
nla.obj-1310202695,Education Journal 1310202695,South Campus Library,Summit Media Group,3060-6420,6,15,1943-04-10
nla.obj-1310202718,Environmental Bulletin 1310202718,Main Library - Floor 2,Lakeshore Books,3061-6427,41,16,1943-04-17
nla.obj-1310202783,Policy Times 1310202783,Media Center,Stonefield Publishing,3062-6434,33,17,1943-04-24
nla.obj-1310202887,Economic Report 1310202887,Reference Wing,Redwood Review,3063-6441,32,18,1943-05-01
nla.obj-1310202904,Arts Chronicle 1310202904,Archives Room,Bluebird Press,3064-6448,37,19,1943-05-08
nla.obj-1310202920,Science Times 1310202920,Media Center,Maple Media Group,3065-6455,10,20,1943-05-15
nla.obj-1310202948,Literary Digest 1310202948,Media Center,Lakeshore Publications,3066-6462,34,21,1943-05-22
nla.obj-1310202961,Technology Times 1310202961,North Campus Library,Hillside Publications,3067-6469,38,22,1943-05-29
nla.obj-1310203034,Technology Digest 1310203034,Riverside Branch,Lakeshore Review,3068-6476,29,23,1943-06-05
nla.obj-1310203050,Science Forum 1310203050,Main Library - Floor 2,Summit Review,3069-6483,43,24,1943-06-12
nla.obj-1310203151,Global Forum 1310203151,Periodicals Desk,Northbridge Review,3070-6490,10,25,1943-06-19
nla.obj-1310203172,Science Digest 1310203172,Downtown Branch,Northbridge Editions,3071-6497,3,26,1943-06-26
nla.obj-1310203195,Environmental Times 1310203195,Reference Wing,Elmwood Journals,3072-6504,19,27,1943-07-03
nla.obj-1310203218,Education Journal 1310203218,Riverside Branch,Summit Journals,3073-6511,36,28,1943-07-10
nla.obj-1310203239,Finance Bulletin 1310203239,Main Library - Floor 2,Riverside Editions,3074-6518,16,29,1943-07-17
nla.obj-1310339437,Public Affairs Digest 1310339437,Riverside Branch,Stonefield House,3075-6525,14,5300,1982-02-09
nla.obj-1310376250,Health Quarterly 1310376250,Stacks A,Maple Review,3076-6532,36,5301,1982-02-16
nla.obj-1310402980,Arts Digest 1310402980,Media Center,Harbor Press,3077-6539,42,5302,1982-02-23
nla.obj-1310465129,Innovation Report 1310465129,Periodicals Desk,Bluebird Publishing,3078-6546,47,5303,1982-03-02
nla.obj-13104982,Research Quarterly 13104982,North Campus Library,Stonefield Press,3079-6553,10,6.,1917-02-13
nla.obj-1310525315,Industry Chronicle 1310525315,Reference Wing,Granite Press,3080-6560,33,5304,1982-03-09
nla.obj-1310551288,Legal Quarterly 1310551288,Stacks B,Maple Publishing,3081-6567,27,5305,1982-03-16
nla.obj-1310640045,Innovation Observer 1310640045,Archives Room,Elmwood Editions,3082-6574,35,5309,1982-04-13
nla.obj-1310720860,Legal Journal 1310720860,North Campus Library,Broadview Publications,3083-6581,18,5310,1982-04-20
nla.obj-1310753276,Public Affairs Journal 1310753276,Periodicals Desk,Broadview Publishing,3084-6588,34,5311,1982-04-27
nla.obj-1310763986,Finance Observer 1310763986,Media Center,Redwood Works,3085-6595,43,2,1944-01-08
nla.obj-1310764086,Finance Journal 1310764086,Main Library - Floor 1,Pinecrest Publishing,3086-6602,41,3,1944-01-15
nla.obj-1310764234,Health Review 1310764234,Stacks B,Crescent Books,3087-6609,1,5,1944-01-29
nla.obj-1310764275,Literary Quarterly 1310764275,Main Library - Floor 1,Granite Media Group,3088-6616,16,6,1944-02-05
nla.obj-1310764291,Health Forum 1310764291,Main Library - Floor 2,Crown Journals,3089-6623,21,7,1944-02-12
nla.obj-1310764538,Health Report 1310764538,Periodicals Desk,Northbridge Publications,3090-6630,44,8,1944-02-19
nla.obj-1310764595,Policy Report 1310764595,North Campus Library,Bluebird Journals,3091-6637,39,9,1944-02-26
nla.obj-1310764658,Public Affairs Report 1310764658,Riverside Branch,Broadview House,3092-6644,35,10,1944-03-04
nla.obj-1310764765,Business Observer 1310764765,Main Library - Floor 2,Crown Publications,3093-6651,4,11,1944-03-11
nla.obj-1310764899,Civic Chronicle 1310764899,Downtown Branch,Pinecrest Books,3094-6658,27,12,1944-03-18
nla.obj-1310764983,Business Quarterly 1310764983,Periodicals Desk,Bluebird Publishing,3095-6665,22,13,1944-03-25
nla.obj-1310765088,Legal Quarterly 1310765088,Stacks B,Elmwood Publications,3096-6672,20,14,1944-04-01
nla.obj-1310765151,Economic Forum 1310765151,Stacks B,Ironwood Publications,3097-6679,44,15,1944-04-08
nla.obj-1310765389,Finance Chronicle 1310765389,Downtown Branch,Fairmont House,3098-6686,28,16,1944-04-15
nla.obj-1310765599,Environmental Times 1310765599,Media Center,Broadview House,3099-6693,40,17,1944-04-22
nla.obj-1310765613,Research Quarterly 1310765613,Stacks B,Crown House,3100-6700,17,18,1944-04-29
nla.obj-1310765764,Legal Review 1310765764,North Campus Library,Lakeshore Publishing,3101-6707,26,20,1944-05-13
nla.obj-1310765830,Technology Forum 1310765830,Main Library - Floor 1,Lakeshore Media Group,3102-6714,15,21,1944-05-20
nla.obj-1310765987,Legal Times 1310765987,Stacks A,Broadview Journals,3103-6721,13,22,1944-05-27
nla.obj-1310766087,Finance Observer 1310766087,North Campus Library,Fairmont Media Group,3104-6728,41,23,1944-06-03
nla.obj-1310766237,Arts Chronicle 1310766237,Periodicals Desk,Lakeshore Review,3105-6735,19,24,1944-06-10
nla.obj-1310766352,Global Chronicle 1310766352,Stacks B,Elmwood Works,3106-6742,39,25,1944-06-17
nla.obj-1310766524,Policy Report 1310766524,Periodicals Desk,Redwood House,3107-6749,22,26,1944-06-24
nla.obj-13107704,Science Chronicle 13107704,Main Library - Floor 1,Pinecrest Books,3108-6756,4,7,1917-02-20
nla.obj-1310842005,Industry Digest 1310842005,Downtown Branch,Summit Publishing,3109-6763,10,5314,1982-05-18
nla.obj-1311110227,Innovation Observer 1311110227,Media Center,Broadview Books,3110-6770,47,5316,1982-06-01
nla.obj-1311136186,Education Journal 1311136186,Downtown Branch,Elmwood House,3111-6777,36,5317,1982-06-08
nla.obj-1311360120,Innovation Chronicle 1311360120,Reference Wing,Granite Publishing,3112-6784,9,5353,1983-02-22
nla.obj-1311383934,Science Forum 1311383934,Media Center,Harbor Publications,3113-6791,42,5356,1983-03-15
nla.obj-1311444972,Global Times 1311444972,Main Library - Floor 1,Crown Press,3114-6798,35,5357,1983-03-22
nla.obj-1311566785,Business Forum 1311566785,Reference Wing,Riverside Journals,3115-6805,31,5358,1983-03-29
nla.obj-1311588629,Science Times 1311588629,Riverside Branch,Pinecrest Publications,3116-6812,6,5360,1983-04-12
nla.obj-1311899419,Finance Report 1311899419,Archives Room,Elmwood Works,3117-6819,22,5361,1983-04-19
nla.obj-1312075005,Economic Chronicle 1312075005,South Campus Library,Maple Books,3118-6826,22,5364,1983-05-10
nla.obj-1312097266,Policy Review 1312097266,Media Center,Pinecrest Publications,3119-6833,2,5365,1983-05-17
nla.obj-1312124721,Policy Observer 1312124721,Main Library - Floor 1,Granite Publications,3120-6840,20,5366,1983-05-24
nla.obj-1312248360,Innovation Review 1312248360,North Campus Library,Pinecrest Publications,3121-6847,13,5369,1983-06-14
nla.obj-1312369871,Civic Chronicle 1312369871,Archives Room,Broadview House,3122-6854,38,5367,1983-05-31
nla.obj-1312411065,Environmental Chronicle 1312411065,Stacks A,Hillside Press,3123-6861,14,5370,1983-06-21
nla.obj-1312603676,Industry Chronicle 1312603676,Main Library - Floor 2,Harbor Review,3124-6868,38,5371,1983-06-28
nla.obj-1313471732,Policy Journal 1313471732,Archives Room,Ironwood Publications,3125-6875,37,18,1969-12-01
nla.obj-1313501570,Legal Digest 1313501570,Archives Room,Brighton Review,3126-6882,26,16,1970-12-01
nla.obj-1313520945,Legal Journal 1313520945,Stacks A,Bluebird Media Group,3127-6889,22,6,1971-12-01
nla.obj-1313540863,Literary Quarterly 1313540863,North Campus Library,Brighton Review,3128-6896,46,4,1972-12-01
nla.obj-1314073614,Global Chronicle 1314073614,South Campus Library,Crescent Publishing,3129-6903,36,5390,1983-11-08
nla.obj-1314073794,Culture Bulletin 1314073794,South Campus Library,Westgate Editions,3130-6910,10,5392,1983-11-22
nla.obj-1314117751,Research Digest 1314117751,Periodicals Desk,Stonefield Press,3131-6917,5,5394,1983-12-06
nla.obj-1314159655,Environmental Journal 1314159655,Main Library - Floor 2,Granite Journals,3132-6924,18,5397,1983-12-27
nla.obj-1314159928,Literary Digest 1314159928,Downtown Branch,Bluebird Journals,3133-6931,43,5349,1983-01-25
nla.obj-1314273548,Arts Forum 1314273548,Stacks A,Fairmont Publications,3134-6938,6,5352,1983-02-15
nla.obj-1314371540,Legal Digest 1314371540,Archives Room,Summit Press,3135-6945,11,5368,1983-06-07
nla.obj-1314392584,Industry Journal 1314392584,Media Center,Maple Publications,3136-6952,26,5372,1983-07-05
nla.obj-1314849927,Science Report 1314849927,Stacks A,Crown Review,3137-6959,33,5374,1983-07-19
nla.obj-1314940477,Medical Bulletin 1314940477,Media Center,Northbridge Press,3138-6966,26,5401,1984-01-31
nla.obj-1315414294,Technology Forum 1315414294,Periodicals Desk,Hillside Publishing,3139-6973,8,5402,1984-02-07
nla.obj-1315429824,Innovation Observer 1315429824,Stacks B,Westgate Publishing,3140-6980,39,5403,1984-02-14
nla.obj-1315450533,Science Journal 1315450533,Riverside Branch,Stonefield Books,3141-6987,40,5404,1984-02-21
nla.obj-1315483362,Environmental Bulletin 1315483362,Main Library - Floor 1,Elmwood Review,3142-6994,5,5405,1984-02-28
nla.obj-1315791262,Policy Quarterly 1315791262,Periodicals Desk,Fairmont Books,3143-7001,38,5406,1984-03-06
nla.obj-1315809157,Technology Chronicle 1315809157,Riverside Branch,Lakeshore Books,3144-7008,26,9,1967-12-01
nla.obj-1315810202,Arts Quarterly 1315810202,North Campus Library,Redwood Publications,3145-7015,48,5407,1984-03-13
nla.obj-1315820463,Literary Times 1315820463,Stacks B,Crescent Press,3146-7022,24,5408,1984-03-20
nla.obj-1315826141,Culture Journal 1315826141,Media Center,Crescent Media Group,3147-7029,47,21,1968-12-01
nla.obj-1315862696,Research Quarterly 1315862696,Archives Room,Bluebird Books,3148-7036,43,5409,1984-03-27
nla.obj-1316365097,Arts Report 1316365097,Stacks A,Westgate Press,3149-7043,34,35,1949-08-27
nla.obj-1316365290,Policy Report 1316365290,South Campus Library,Redwood Publishing,3150-7050,38,36,1949-09-03
nla.obj-1316365527,Business Chronicle 1316365527,Stacks B,Lakeshore Media Group,3151-7057,38,37,1949-09-10
nla.obj-1316365679,Public Affairs Times 1316365679,North Campus Library,Granite Media Group,3152-7064,12,38,1949-09-17
nla.obj-1316365826,Technology Observer 1316365826,North Campus Library,Pinecrest Review,3153-7071,24,39,1949-09-24
nla.obj-1316365974,Technology Journal 1316365974,Stacks B,Maple Journals,3154-7078,29,40,1949-10-01
nla.obj-1316366128,Policy Report 1316366128,Riverside Branch,Bluebird Works,3155-7085,47,41,1949-10-08
nla.obj-1316366279,Innovation Quarterly 1316366279,North Campus Library,Pinecrest Editions,3156-7092,9,42,1949-10-15
nla.obj-1316366425,Science Forum 1316366425,Riverside Branch,Maple Editions,3157-7099,47,43,1949-10-22
nla.obj-1316366571,Public Affairs Report 1316366571,Main Library - Floor 1,Ironwood Press,3158-7106,40,44,1949-10-29
nla.obj-1316676631,Science Times 1316676631,Downtown Branch,Stonefield Works,3159-7113,5,45,1949-11-05
nla.obj-1316676734,Environmental Journal 1316676734,Riverside Branch,Westgate Press,3160-7120,21,46,1949-11-12
nla.obj-1316676867,Industry Quarterly 1316676867,Media Center,Hillside Journals,3161-7127,35,47,1949-11-19
nla.obj-1316676907,Policy Chronicle 1316676907,Reference Wing,Northbridge Works,3162-7134,7,48,1949-11-26
nla.obj-1316677057,Innovation Digest 1316677057,Main Library - Floor 1,Crown Review,3163-7141,14,49,1949-12-03
nla.obj-1316677209,Literary Observer 1316677209,Archives Room,Riverside Journals,3164-7148,21,50,1949-12-10
nla.obj-1316677530,Policy Chronicle 1316677530,Main Library - Floor 2,Broadview Journals,3165-7155,47,51,1949-12-17
nla.obj-1316677639,Medical Quarterly 1316677639,Reference Wing,Crown Journals,3166-7162,32,52,1949-12-24
nla.obj-1316677708,Science Bulletin 1316677708,Reference Wing,Broadview Works,3167-7169,35,53,1949-12-31
nla.obj-1316854804,Business Chronicle 1316854804,Reference Wing,Lakeshore Publications,3168-7176,26,14,1940-04-06
nla.obj-1316854952,Research Journal 1316854952,Main Library - Floor 1,Crescent Editions,3169-7183,47,15,1940-04-13
nla.obj-1316855088,Environmental Bulletin 1316855088,Main Library - Floor 2,Granite Press,3170-7190,48,16,1940-04-20
nla.obj-1316855138,Legal Observer 1316855138,Archives Room,Granite Press,3171-7197,11,17,1940-04-27
nla.obj-13169027,Policy Chronicle 13169027,Media Center,Maple Publications,3172-7204,13,11,1920-04-15
nla.obj-1316907387,Environmental Quarterly 1316907387,North Campus Library,Maple Journals,3173-7211,7,18,1940-05-04
nla.obj-1316907666,Industry Observer 1316907666,South Campus Library,Stonefield Editions,3174-7218,40,19,1940-05-11
nla.obj-1316907867,Global Review 1316907867,Downtown Branch,Riverside Publications,3175-7225,25,20,1940-05-18
nla.obj-1316908090,Environmental Chronicle 1316908090,Main Library - Floor 1,Hillside Books,3176-7232,11,21,1940-05-25
nla.obj-1317026609,Legal Report 1317026609,Main Library - Floor 1,Brighton Editions,3177-7239,21,22,1940-06-01
nla.obj-1317026887,Legal Chronicle 1317026887,Media Center,Ironwood House,3178-7246,38,23,1940-06-08
nla.obj-1317027611,Innovation Digest 1317027611,North Campus Library,Stonefield Books,3179-7253,24,24,1940-06-15
nla.obj-1317027974,Environmental Forum 1317027974,Downtown Branch,Redwood Publishing,3180-7260,22,25,1940-06-22
nla.obj-1317028368,Health Times 1317028368,Reference Wing,Fairmont Publishing,3181-7267,8,26,1940-06-29
nla.obj-13171478,Policy Journal 13171478,Riverside Branch,Lakeshore Review,3182-7274,11,12,1920-05-01
nla.obj-13180396,Business Chronicle 13180396,Downtown Branch,Bluebird Works,3183-7281,8,13,1920-05-15
nla.obj-13191405,Research Times 13191405,Stacks A,Granite Books,3184-7288,42,14,1920-06-01
nla.obj-1319179012,Health Times 1319179012,South Campus Library,Lakeshore Books,3185-7295,2,27,1949-07-02
nla.obj-1319179406,Finance Observer 1319179406,Media Center,Summit House,3186-7302,22,28,1949-07-09
nla.obj-1319179683,Finance Forum 1319179683,Stacks A,Crescent Books,3187-7309,48,29,1949-07-16
nla.obj-1319180084,Policy Times 1319180084,North Campus Library,Summit Books,3188-7316,1,30,1949-07-23
nla.obj-1319180434,Technology Times 1319180434,Media Center,Lakeshore Review,3189-7323,43,31,1949-07-30
nla.obj-1319180739,Technology Bulletin 1319180739,Main Library - Floor 2,Bluebird Publications,3190-7330,28,32,1949-08-06
nla.obj-1319181119,Policy Bulletin 1319181119,Main Library - Floor 2,Maple Review,3191-7337,14,33,1949-08-13
